object			
volume	61157	Bégin	1823
entry	Thénar	0	
orth	Thénar		
entry	Théorie	0	
orth	Théorie		
entry	Théorique	0	
orth	Théorique		
entry	Therapeutique	0	
orth	Therapeutique		
entry	Thérapeutiste	0	
orth	Thérapeutiste		
entry	Thérapie	0	
orth	Thérapie		
entry	Theriacal	0	
orth	Theriacal		
entry	Thériaque	1	
orth	Thériaque		
pb	561	0571	
entry	Thériotomie	0	
orth	Thériotomie		
entry	Thermal	0	
orth	Thermal		
entry	Thermantique	0	
orth	Thermantique		
entry	Thermes	0	
orth	Thermes		
entry	Thermogène	0	
orth	Thermogène		
entry	Thermomètre	0	
orth	Thermomètre		
entry	Thermoscope	0	
orth	Thermoscope		
entry	Thermoxigène	0	
orth	Thermoxigène		
entry	Thlasie	0	
orth	Thlasie		
entry	Thlasmie	0	
orth	Thlasmie		
entry	Thlipsie	0	
orth	Thlipsie		
entry	Thon	0	
orth	Thon		
entry	Thoracentèse	0	
orth	Thoracentèse		
entry	Thorachique	0	
orth	Thorachique		
entry	Thoracique	1	
orth	Thoracique		
pb	562	0572	
entry	Thoraco-abdominal	0	
orth	Thoraco-abdominal		
entry	Thoraco-facial	0	
orth	Thoraco-facial		
entry	Thoraco-maxilli-facial	0	
orth	Thoraco-maxilli-facial		
entry	Thoracodynie	0	
orth	Thoracodynie		
entry	Thoracoscopie	0	
orth	Thoracoscopie		
entry	Thorax	0	
orth	Thorax		
entry	Thorine	0	
orth	Thorine		
entry	Thorinium	0	
orth	Thorinium		
entry	Thrombose	0	
orth	Thrombose		
entry	Thuya	0	
orth	Thuya		
entry	Thym	0	
orth	Thym		
entry	Thymiatechnie	0	
orth	Thymiatechnie		
entry	Thymiose	0	
orth	Thymiose		
entry	Thymus	0	
orth	Thymus		
entry	Thyréal	0	
orth	Thyréal		
entry	Thymique	0	
orth	Thymique		
entry	Thyro-aryténoïdien	0	
orth	Thyro-aryténoïdien		
entry	Thyro-aryténoïdien	0	
orth	Thyro-aryténoïdien		
entry	Thyro-aryténoïdien oblique	0	
orth	Thyro-aryténoïdien oblique		
entry	Thyrocèle	0	
orth	Thyrocèle		
entry	Thyro-épiglottique	0	
orth	Thyro-épiglottique		
entry	Thyro-hyoïdien	0	
orth	Thyro-hyoïdien		
entry	Thyro-hyoïdien	0	
orth	Thyro-hyoïdien		
entry	Thyroïde	0	
orth	Thyroïde		
entry	Thyroïdien	0	
orth	Thyroïdien		
entry	Thyroncie	0	
orth	Thyroncie		
entry	Thyro pharyngien	1	
orth	Thyro pharyngien		
pb	563	0573	
entry	Thyro-staphylin	0	
orth	Thyro-staphylin		
entry	Thyrse	0	
orth	Thyrse		
entry	Tibi-péronéo-tarsien	0	
orth	Tibi-péronéo-tarsien		
entry	Tibia	0	
orth	Tibia		
entry	Tibial	0	
orth	Tibial		
entry	Tibio-calcanien	0	
orth	Tibio-calcanien		
entry	Tibio-malléolaire	0	
orth	Tibio-malléolaire		
entry	Tibio-péronéi-calcanien	0	
orth	Tibio-péronéi-calcanien		
entry	Tibio-sous-phalangettien	0	
orth	Tibio-sous-phalangettien		
entry	Tibio-sous-tarsien	0	
orth	Tibio-sous-tarsien		
entry	Tibio-sus-tarsien	0	
orth	Tibio-sus-tarsien		
entry	Tibio-tarsien	0	
orth	Tibio-tarsien		
entry	Tic	0	
orth	Tic		
entry	Tierce	0	
orth	Tierce		
entry	Tige	0	
orth	Tige		
entry	Tilleul	0	
orth	Tilleul		
entry	Tinkal	0	
orth	Tinkal		
entry	Tintement  d’oreille.	0	
orth	Tintement d’oreille.		
entry	Tintouin	0	
orth	Tintouin		
entry	Tire-balle	0	
orth	Tire-balle		
entry	Tire-fond	1	
orth	Tire-fond		
pb	564	0574	
entry	Tire-tete	0	
orth	Tire-tete		
entry	Tisane	0	
orth	Tisane		
entry	Tissu	0	
orth	Tissu		
entry	Titane	0	
orth	Titane		
entry	Tithymale	0	
orth	Tithymale		
entry	Titillation	0	
orth	Titillation		
entry	Tomenteux	0	
orth	Tomenteux		
entry	Tomentum	0	
orth	Tomentum		
entry	Tomotocie	0	
orth	Tomotocie		
entry	Ton	0	
orth	Ton		
entry	Tonicité	0	
orth	Tonicité		
entry	Tonique	0	
orth	Tonique		
entry	Tonsillaire	0	
orth	Tonsillaire		
entry	Tonsille	0	
orth	Tonsille		
entry	Tonsillite	0	
orth	Tonsillite		
entry	Tophacé	0	
orth	Tophacé		
entry	Tophus	0	
orth	Tophus		
entry	Topinambour	0	
orth	Topinambour		
entry	Topique	0	
orth	Topique		
entry	Tormentille	0	
orth	Tormentille		
entry	Torpeur	0	
orth	Torpeur		
pb	565	0575	
entry	Torpille	0	
orth	Torpille		
entry	Torréfaction	0	
orth	Torréfaction		
entry	Torréfié	0	
orth	Torréfié		
entry	Torréfier	0	
orth	Torréfier		
entry	Tors	0	
orth	Tors		
entry	Torsion	0	
orth	Torsion		
entry	Torticolis	0	
orth	Torticolis		
entry	Tortile	0	
orth	Tortile		
entry	Tortue	0	
orth	Tortue		
entry	Tortueux	0	
orth	Tortueux		
entry	Toruleux	0	
orth	Toruleux		
entry	Toucher	0	
orth	Toucher		
entry	Toucher	0	
orth	Toucher		
entry	Tourbe	0	
orth	Tourbe		
entry	Tourbillons vasculaires	0	
orth	Tourbillons vasculaires		
entry	Tournesol	0	
orth	Tournesol		
entry	Tourniole	0	
orth	Tourniole		
entry	Tourniquet	0	
orth	Tourniquet		
entry	Toux	0	
orth	Toux		
entry	Toxicologie	0	
orth	Toxicologie		
entry	Toxique	0	
orth	Toxique		
entry	Trachéal	0	
orth	Trachéal		
entry	Trachéal	0	
orth	Trachéal		
entry	Trachée	1	
orth	Trachée		
pb	566	0576	
entry	Trachée-artère	0	
orth	Trachée-artère		
entry	Trachéite	0	
orth	Trachéite		
entry	Trachélagre	0	
orth	Trachélagre		
entry	Trachéli-atloïdo-basilaire	0	
orth	Trachéli-atloïdo-basilaire		
entry	Trachélien	0	
orth	Trachélien		
entry	Trachélite	0	
orth	Trachélite		
entry	Trachelo-anguli-scapulaire	0	
orth	Trachelo-anguli-scapulaire		
entry	Trachélo-atloïdo-occipital	0	
orth	Trachélo-atloïdo-occipital		
entry	Trachélo-basilaire	0	
orth	Trachélo-basilaire		
entry	Trachélo-cervical	0	
orth	Trachélo-cervical		
entry	Trachélo-costal	0	
orth	Trachélo-costal		
entry	Trachélo-diaphragmatique	0	
orth	Trachélo-diaphragmatique		
entry	Trachelo-dorsal	0	
orth	Trachelo-dorsal		
entry	Trachélo-mastoïdien	0	
orth	Trachélo-mastoïdien		
entry	Trachélo-occipital	0	
orth	Trachélo-occipital		
entry	Trachélo-scapulaire	0	
orth	Trachélo-scapulaire		
entry	Trachélo-sous-cutané	0	
orth	Trachélo-sous-cutané		
entry	Trachélo-sous-occipital	0	
orth	Trachélo-sous-occipital		
entry	Trachélophyme	0	
orth	Trachélophyme		
entry	Trachéocèle	0	
orth	Trachéocèle		
entry	Tracheorrhagie	0	
orth	Tracheorrhagie		
entry	Trachéotomie	0	
orth	Trachéotomie		
entry	Trachome	0	
orth	Trachome		
entry	Tragien	0	
orth	Tragien		
entry	Tragus	0	
orth	Tragus		
entry	Train	0	
orth	Train		
entry	Tranchées	0	
orth	Tranchées		
entry	Transformation de tissu	0	
orth	Transformation de tissu		
entry	Transfusion	0	
orth	Transfusion		
entry	Transmutation	0	
orth	Transmutation		
entry	Transparent	0	
orth	Transparent		
entry	Transpiration	1	
orth	Transpiration		
pb	567	0577	
entry	Transplantation	0	
orth	Transplantation		
entry	Transport	0	
orth	Transport		
entry	Transposition	0	
orth	Transposition		
entry	Transsudation	0	
orth	Transsudation		
entry	Transversaire	0	
orth	Transversaire		
entry	Transversal	0	
orth	Transversal		
entry	Transverse	0	
orth	Transverse		
entry	Transverso-spinal	0	
orth	Transverso-spinal		
entry	Trapèze	0	
orth	Trapèze		
entry	Trapéziforme	0	
orth	Trapéziforme		
entry	Trapezoïde	0	
orth	Trapezoïde		
entry	Traquenard	0	
orth	Traquenard		
entry	Traumatique	1	
orth	Traumatique		
pb	568	0578	
entry	Travail	0	
orth	Travail		
entry	Trèfle	0	
orth	Trèfle		
entry	Tremblement	0	
orth	Tremblement		
entry	Trempe	0	
orth	Trempe		
entry	Trépan	0	
orth	Trépan		
entry	Trépanation	0	
orth	Trépanation		
entry	Trépaner	0	
orth	Trépaner		
entry	Tréphine	0	
orth	Tréphine		
entry	Trèpidation	0	
orth	Trèpidation		
entry	Tressaillement	0	
orth	Tressaillement		
entry	Triandrie	0	
orth	Triandrie		
entry	Triandrique	0	
orth	Triandrique		
entry	Triangulaire	0	
orth	Triangulaire		
entry	Tricapsulaire	0	
orth	Tricapsulaire		
entry	Tribulcon	0	
orth	Tribulcon		
entry	Triceps	0	
orth	Triceps		
entry	Trichaise	0	
orth	Trichaise		
entry	Trichiase	0	
orth	Trichiase		
entry	Trichisme	1	
orth	Trichisme		
pb	569	0579	
entry	Trichocéphale	0	
orth	Trichocéphale		
entry	Trichoma	0	
orth	Trichoma		
entry	Trichomatique	0	
orth	Trichomatique		
entry	Trichotome	0	
orth	Trichotome		
entry	Trichotomie	0	
orth	Trichotomie		
entry	Trichuride	0	
orth	Trichuride		
entry	Tricuspidal	0	
orth	Tricuspidal		
entry	Tricuspide	0	
orth	Tricuspide		
entry	Tridactile	0	
orth	Tridactile		
entry	Tridenté	0	
orth	Tridenté		
entry	Triencéphale	0	
orth	Triencéphale		
entry	Trifacial	0	
orth	Trifacial		
entry	Trifémoro-rotulien	0	
orth	Trifémoro-rotulien		
entry	Trifide	0	
orth	Trifide		
entry	Trigastrique	0	
orth	Trigastrique		
entry	Triglochyn	0	
orth	Triglochyn		
entry	Trigone	0	
orth	Trigone		
entry	Trigynie	0	
orth	Trigynie		
entry	Trigynique	0	
orth	Trigynique		
entry	Trijugé	0	
orth	Trijugé		
entry	Trijumeau	0	
orth	Trijumeau		
entry	Trilobé	0	
orth	Trilobé		
entry	Triloculaire	0	
orth	Triloculaire		
entry	Trioécie	0	
orth	Trioécie		
entry	Trioécique	0	
orth	Trioécique		
entry	Tripartible	0	
orth	Tripartible		
entry	Tripétalé	0	
orth	Tripétalé		
entry	Triphylle	0	
orth	Triphylle		
entry	Triplinerve	0	
orth	Triplinerve		
entry	Tri-scapulo-huméro olécranien	0	
orth	Tri-scapulo-huméro olécranien		
entry	Tri-sel	0	
orth	Tri-sel		
entry	Trismus	0	
orth	Trismus		
entry	Trisperme	0	
orth	Trisperme		
entry	Trisplanchnique	1	
orth	Trisplanchnique		
pb	570	0580	
entry	Tri-sternal	0	
orth	Tri-sternal		
entry	Tristimanie	0	
orth	Tristimanie		
entry	Tritéophye	0	
orth	Tritéophye		
entry	Triterné	0	
orth	Triterné		
entry	Tritome	0	
orth	Tritome		
entry	Tritoxyde	0	
orth	Tritoxyde		
entry	Trituration	0	
orth	Trituration		
entry	Trituré	0	
orth	Trituré		
entry	Triturer	0	
orth	Triturer		
entry	Trivalve	0	
orth	Trivalve		
entry	Trocart	0	
orth	Trocart		
entry	Trochanter	0	
orth	Trochanter		
entry	Trochantérien	0	
orth	Trochantérien		
entry	Trochantin	0	
orth	Trochantin		
entry	Trochantinien	0	
orth	Trochantinien		
entry	Trochin	0	
orth	Trochin		
entry	Trochinien	0	
orth	Trochinien		
entry	Trochisque	1	
orth	Trochisque		
pb	571	0581	
entry	Trochiter	0	
orth	Trochiter		
entry	Trochiterien	0	
orth	Trochiterien		
entry	Trochléateur	0	
orth	Trochléateur		
entry	Trochlée	0	
orth	Trochlée		
entry	Trochoïde	0	
orth	Trochoïde		
entry	Trois-quarts	0	
orth	Trois-quarts		
entry	Trokanter	0	
orth	Trokanter		
entry	Trombus	0	
orth	Trombus		
entry	Trokiter	0	
orth	Trokiter		
entry	Troklée	0	
orth	Troklée		
entry	Trombe	0	
orth	Trombe		
entry	Trokin	0	
orth	Trokin		
entry	Trompe	0	
orth	Trompe		
entry	Tronc	0	
orth	Tronc		
entry	Trophosperme	0	
orth	Trophosperme		
entry	Trot	0	
orth	Trot		
entry	Trousse-galant	0	
orth	Trousse-galant		
entry	Trousseau	0	
orth	Trousseau		
entry	Truffe	0	
orth	Truffe		
entry	Truite	0	
orth	Truite		
entry	Trumbus	0	
orth	Trumbus		
entry	Tubaire	0	
orth	Tubaire		
entry	Tube	1	
orth	Tube		
pb	572	0582	
entry	Tuber-ischio-trochantérien	0	
orth	Tuber-ischio-trochantérien		
entry	Tubercule	0	
orth	Tubercule		
entry	Tubéreux	0	
orth	Tubéreux		
entry	Tubérosité	0	
orth	Tubérosité		
entry	Tubulé	0	
orth	Tubulé		
entry	Tubulure	0	
orth	Tubulure		
entry	Tue-chien	0	
orth	Tue-chien		
entry	Tue-loup	0	
orth	Tue-loup		
entry	Tuméfaction	0	
orth	Tuméfaction		
entry	Tumeur	0	
orth	Tumeur		
entry	Tumultueux	0	
orth	Tumultueux		
entry	Tungstate	0	
orth	Tungstate		
entry	Tungstène	0	
orth	Tungstène		
entry	Tungstique	0	
orth	Tungstique		
entry	Tunique	0	
orth	Tunique		
entry	Turbiné	0	
orth	Turbiné		
entry	Turbith	1	
orth	Turbith		
pb	573	0583	
entry	Turbot	0	
orth	Turbot		
entry	Turcique	0	
orth	Turcique		
entry	Turgescence	0	
orth	Turgescence		
entry	Turion	0	
orth	Turion		
entry	Turquette	0	
orth	Turquette		
entry	Tussilage	0	
orth	Tussilage		
entry	Tutie	0	
orth	Tutie		
entry	Tylome	0	
orth	Tylome		
entry	Tylose	0	
orth	Tylose		
entry	Tympan	0	
orth	Tympan		
entry	Tympanique	0	
orth	Tympanique		
entry	Tympanite	0	
orth	Tympanite		
entry	Type	0	
orth	Type		
entry	Typhique	0	
orth	Typhique		
entry	Typhlose	0	
orth	Typhlose		
entry	Typhode	0	
orth	Typhode		
entry	Typhoïde	0	
orth	Typhoïde		
entry	Typhomanie	0	
orth	Typhomanie		
entry	Typhus	0	
orth	Typhus		
entry	Ulcération	0	
orth	Ulcération		
entry	Ulcère	0	
orth	Ulcère		
entry	Ulcereux	0	
orth	Ulcereux		
entry	Uliginaire	0	
orth	Uliginaire		
entry	Uligineux	0	
orth	Uligineux		
entry	Ulite	0	
orth	Ulite		
entry	Ulmine	0	
orth	Ulmine		
entry	Ulnaire	0	
orth	Ulnaire		
entry	Uloncie	0	
orth	Uloncie		
entry	Ulorrhagie	1	
orth	Ulorrhagie		
pb	574	0584	
entry	Ultimi-sternal	0	
orth	Ultimi-sternal		
entry	Unciforme	0	
orth	Unciforme		
entry	Undimia	0	
orth	Undimia		
entry	Ungueal	0	
orth	Ungueal		
entry	Unguifère	0	
orth	Unguifère		
entry	Unguis	0	
orth	Unguis		
entry	Uniflore	0	
orth	Uniflore		
entry	Unilabié	0	
orth	Unilabié		
entry	Unilatéral	0	
orth	Unilatéral		
entry	Uniloculaire	0	
orth	Uniloculaire		
entry	Unipétalé	0	
orth	Unipétalé		
entry	Unisexé	0	
orth	Unisexé		
entry	Unissant	0	
orth	Unissant		
entry	Univalve	0	
orth	Univalve		
entry	Upas	0	
orth	Upas		
entry	Uracrasie	0	
orth	Uracrasie		
entry	Urane	0	
orth	Urane		
entry	Urate	0	
orth	Urate		
entry	Urcéolé	0	
orth	Urcéolé		
entry	Urée	0	
orth	Urée		
entry	Urétéralgie	0	
orth	Urétéralgie		
entry	Urétère	0	
orth	Urétère		
entry	Uretérite	1	
orth	Uretérite		
pb	575	0585	
entry	Urétérolithiase	0	
orth	Urétérolithiase		
entry	Urétéro-phlegmatique	0	
orth	Urétéro-phlegmatique		
entry	Urétéro-pyique	0	
orth	Urétéro-pyique		
entry	Urétéro-stomatique	0	
orth	Urétéro-stomatique		
entry	Uréthral	0	
orth	Uréthral		
entry	Uréthralgie	0	
orth	Uréthralgie		
entry	Urèthre	0	
orth	Urèthre		
entry	Uréthrite	0	
orth	Uréthrite		
entry	Uréthro-bulbaire	0	
orth	Uréthro-bulbaire		
entry	Uréthrophraxie	0	
orth	Uréthrophraxie		
entry	Uréthrorrhagie	0	
orth	Uréthrorrhagie		
entry	Uréthrorrhee	0	
orth	Uréthrorrhee		
entry	Uréthrospasme	0	
orth	Uréthrospasme		
entry	Uréthrotome	0	
orth	Uréthrotome		
entry	Uréthrotomie	0	
orth	Uréthrotomie		
entry	Uréthryménode	0	
orth	Uréthryménode		
entry	Urétique	0	
orth	Urétique		
entry	Urètre	0	
orth	Urètre		
entry	Uriase	0	
orth	Uriase		
entry	Urinaire	0	
orth	Urinaire		
entry	Urinal	0	
orth	Urinal		
entry	Urine	0	
orth	Urine		
entry	Urineux	0	
orth	Urineux		
entry	Urique	1	
orth	Urique		
pb	576	0586	
entry	Urne	0	
orth	Urne		
entry	Urocèle	0	
orth	Urocèle		
entry	Urochézie	0	
orth	Urochézie		
entry	Urocrisie	0	
orth	Urocrisie		
entry	Urocritique	0	
orth	Urocritique		
entry	Urodynie	0	
orth	Urodynie		
entry	Urohyal	0	
orth	Urohyal		
entry	Uromancie	0	
orth	Uromancie		
entry	Uroscopie	0	
orth	Uroscopie		
entry	Uroplanie	0	
orth	Uroplanie		
entry	Urorrhagie	0	
orth	Urorrhagie		
entry	Urorrhée	0	
orth	Urorrhée		
entry	Urose	0	
orth	Urose		
entry	Urticaire	0	
orth	Urticaire		
entry	Urtication	0	
orth	Urtication		
entry	Ustion	0	
orth	Ustion		
entry	Uterin	0	
orth	Uterin		
entry	Utérus	0	
orth	Utérus		
entry	Utriculaire	0	
orth	Utriculaire		
entry	Utricule	0	
orth	Utricule		
entry	Uvation	0	
orth	Uvation		
entry	Uvée	0	
orth	Uvée		
entry	Uvulaire	0	
orth	Uvulaire		
entry	Vaccin	0	
orth	Vaccin		
entry	Vaccination	0	
orth	Vaccination		
entry	Vaccine	1	
orth	Vaccine		
pb	577	0587	
entry	Vacciner	0	
orth	Vacciner		
entry	Vacillant	0	
orth	Vacillant		
entry	Vagin	0	
orth	Vagin		
entry	Vaginal	0	
orth	Vaginal		
entry	Vaginant	0	
orth	Vaginant		
entry	Vagissement	0	
orth	Vagissement		
entry	Vague	0	
orth	Vague		
entry	Vairon	0	
orth	Vairon		
entry	Vaisseau	0	
orth	Vaisseau		
entry	Valériane	0	
orth	Valériane		
entry	Valet a patin	0	
orth	Valet a patin		
entry	Valétudinaire	0	
orth	Valétudinaire		
entry	Vals	0	
orth	Vals		
entry	Valve	0	
orth	Valve		
entry	Valvule	0	
orth	Valvule		
entry	Valvulite	0	
orth	Valvulite		
entry	Vanille	0	
orth	Vanille		
entry	Vapeur	0	
orth	Vapeur		
entry	Vapeurs	0	
orth	Vapeurs		
entry	Vaporation	0	
orth	Vaporation		
entry	Vaporeux	0	
orth	Vaporeux		
entry	Vaporisation	0	
orth	Vaporisation		
entry	Varice	1	
orth	Varice		
pb	578	0588	
entry	Varicelle	0	
orth	Varicelle		
entry	Varicocèle	0	
orth	Varicocèle		
entry	Varicomphale	0	
orth	Varicomphale		
entry	Variole	0	
orth	Variole		
entry	Varioleux	0	
orth	Varioleux		
entry	Variolique	0	
orth	Variolique		
entry	Variqueux	0	
orth	Variqueux		
entry	Vasculeux	0	
orth	Vasculeux		
entry	Vasculaire	0	
orth	Vasculaire		
entry	Vaste externe	0	
orth	Vaste externe		
entry	Vauqueline	0	
orth	Vauqueline		
entry	Végétal	0	
orth	Végétal		
entry	Végétation	0	
orth	Végétation		
entry	Végéto-minéral	0	
orth	Végéto-minéral		
entry	Véhicule	0	
orth	Véhicule		
entry	Veille	0	
orth	Veille		
entry	Veine	0	
orth	Veine		
entry	Veineux	0	
orth	Veineux		
entry	Velar	0	
orth	Velar		
entry	Velouté	1	
orth	Velouté		
pb	579	0589	
entry	Venéneux	0	
orth	Venéneux		
entry	Vénérien	0	
orth	Vénérien		
entry	Venimeux	0	
orth	Venimeux		
entry	Venin	0	
orth	Venin		
entry	Vent	0	
orth	Vent		
entry	Venteux	0	
orth	Venteux		
entry	Ventilateur	0	
orth	Ventilateur		
entry	Ventilation	0	
orth	Ventilation		
entry	Ventouse	0	
orth	Ventouse		
entry	Ventre	0	
orth	Ventre		
entry	Ventricule	0	
orth	Ventricule		
entry	Ventriloque	0	
orth	Ventriloque		
entry	Ventrosité	0	
orth	Ventrosité		
entry	Vénule	0	
orth	Vénule		
entry	Ver	0	
orth	Ver		
entry	Ver	0	
orth	Ver		
entry	Vératrine	0	
orth	Vératrine		
entry	Verbération	0	
orth	Verbération		
entry	Vercoquin	0	
orth	Vercoquin		
entry	Verdet	0	
orth	Verdet		
entry	Verette	0	
orth	Verette		
entry	Verge	0	
orth	Verge		
entry	Vergeté	0	
orth	Vergeté		
entry	Vergetures	1	
orth	Vergetures		
pb	580	0590	
entry	Verjus	0	
orth	Verjus		
entry	Vermiculaire	0	
orth	Vermiculaire		
entry	Vermiculaire	0	
orth	Vermiculaire		
entry	Vermiforme	0	
orth	Vermiforme		
entry	Vermifuge	0	
orth	Vermifuge		
entry	Vermillon	0	
orth	Vermillon		
entry	Vermineux	0	
orth	Vermineux		
entry	Vernis	0	
orth	Vernis		
entry	Vérole	0	
orth	Vérole		
entry	Vérolette	0	
orth	Vérolette		
entry	Vérolique	0	
orth	Vérolique		
entry	Vèronique	0	
orth	Vèronique		
entry	Verre	0	
orth	Verre		
entry	Verrue	0	
orth	Verrue		
entry	Vers intestinaux	0	
orth	Vers intestinaux		
entry	Vert-de-gris	0	
orth	Vert-de-gris		
entry	Vertébral	0	
orth	Vertébral		
entry	Vertébralite	0	
orth	Vertébralite		
entry	Vertébré	0	
orth	Vertébré		
entry	Vertébré	0	
orth	Vertébré		
entry	Vertébro-iliaque	0	
orth	Vertébro-iliaque		
entry	Vertex	0	
orth	Vertex		
entry	Vertical	0	
orth	Vertical		
entry	Verticille	0	
orth	Verticille		
entry	Verticillé	0	
orth	Verticillé		
entry	Verticité	0	
orth	Verticité		
entry	Vertige	1	
orth	Vertige		
pb	581	0591	
entry	Vertigo	0	
orth	Vertigo		
entry	Veru-montanum	0	
orth	Veru-montanum		
entry	Verveine	0	
orth	Verveine		
entry	Vésanie	0	
orth	Vésanie		
entry	Vésical	0	
orth	Vésical		
entry	Vésicant	0	
orth	Vésicant		
entry	Vésication	0	
orth	Vésication		
entry	Vésicatoire	0	
orth	Vésicatoire		
entry	Vésico-prostatique	0	
orth	Vésico-prostatique		
entry	Vésicule	0	
orth	Vésicule		
entry	Vésou	0	
orth	Vésou		
entry	Vessie	0	
orth	Vessie		
entry	Vessigons	0	
orth	Vessigons		
entry	Vestibulaire	0	
orth	Vestibulaire		
entry	Vestibule	0	
orth	Vestibule		
entry	Vétérinaire	0	
orth	Vétérinaire		
entry	Viabilité	0	
orth	Viabilité		
entry	Viable	0	
orth	Viable		
entry	Vibices	0	
orth	Vibices		
entry	Vibrant	0	
orth	Vibrant		
entry	Vibration	0	
orth	Vibration		
entry	Vic-le-Comte	0	
orth	Vic-le-Comte		
entry	Vice rédhibitoire	0	
orth	Vice rédhibitoire		
entry	Vichy	0	
orth	Vichy		
entry	Vidanges	0	
orth	Vidanges		
entry	Vide	0	
orth	Vide		
entry	Vidien	0	
orth	Vidien		
entry	Vie	1	
orth	Vie		
pb	582	0592	
entry	Vieillesse	0	
orth	Vieillesse		
entry	Vierge	0	
orth	Vierge		
entry	Vif	0	
orth	Vif		
entry	Vif-argent	0	
orth	Vif-argent		
entry	Vigne	0	
orth	Vigne		
entry	Vin	0	
orth	Vin		
entry	Vinaigre	0	
orth	Vinaigre		
entry	Vineux	0	
orth	Vineux		
entry	Viol	0	
orth	Viol		
entry	Violacé	0	
orth	Violacé		
entry	Violette	1	
orth	Violette		
pb	583	0593	
entry	Vipère	0	
orth	Vipère		
entry	Vireux	0	
orth	Vireux		
entry	Viril	0	
orth	Viril		
entry	Virilité	0	
orth	Virilité		
entry	Virulent	0	
orth	Virulent		
entry	Virus	0	
orth	Virus		
entry	Viscéral	0	
orth	Viscéral		
entry	Viscère	0	
orth	Viscère		
entry	Viscosité	0	
orth	Viscosité		
entry	Vision	0	
orth	Vision		
entry	Visionnaire	0	
orth	Visionnaire		
entry	Visqueux	0	
orth	Visqueux		
entry	Visuel	0	
orth	Visuel		
entry	Vital	0	
orth	Vital		
entry	Vitalité	0	
orth	Vitalité		
entry	Vitellin	0	
orth	Vitellin		
entry	Vitré	0	
orth	Vitré		
entry	Vitrescible	0	
orth	Vitrescible		
entry	Vitrifiable	0	
orth	Vitrifiable		
entry	Vitrification	0	
orth	Vitrification		
entry	Vitriol	0	
orth	Vitriol		
entry	Vitriolique	0	
orth	Vitriolique		
entry	Vivace	0	
orth	Vivace		
entry	Vivipare	0	
orth	Vivipare		
entry	Vivisection	0	
orth	Vivisection		
entry	Vocal	0	
orth	Vocal		
entry	Vocifération	0	
orth	Vocifération		
entry	Vodanium	1	
orth	Vodanium		
pb	584	0594	
entry	Voie	0	
orth	Voie		
entry	Voile	0	
orth	Voile		
entry	Voix	0	
orth	Voix		
entry	Volvulus	0	
orth	Volvulus		
entry	Volatil	0	
orth	Volatil		
entry	Volatilisable	0	
orth	Volatilisable		
entry	Volatilisation	0	
orth	Volatilisation		
entry	Volatiliser	0	
orth	Volatiliser		
entry	Volve	0	
orth	Volve		
entry	Vomer	0	
orth	Vomer		
entry	Vomissement	0	
orth	Vomissement		
entry	Vomique	0	
orth	Vomique		
entry	Vomitif	0	
orth	Vomitif		
entry	Vomiturition	0	
orth	Vomiturition		
entry	Voracité	0	
orth	Voracité		
entry	Voute	0	
orth	Voute		
entry	Vrille	0	
orth	Vrille		
entry	Vue	0	
orth	Vue		
entry	Vulnéraire	0	
orth	Vulnéraire		
entry	Vultueux	0	
orth	Vultueux		
entry	Vulvaire	0	
orth	Vulvaire		
entry	Vulve	0	
orth	Vulve		
entry	Vulvo-utérin	1	
orth	Vulvo-utérin		
pb	585	0595	
entry	Wolfram	0	
orth	Wolfram		
entry	Wormien	0	
orth	Wormien		
entry	X	0	
orth	X		
entry	Xérasie	0	
orth	Xérasie		
entry	Xérophagie	0	
orth	Xérophagie		
entry	Xérophthalmie	0	
orth	Xérophthalmie		
entry	Xérotribie	0	
orth	Xérotribie		
entry	Xiphi-sternal	0	
orth	Xiphi-sternal		
entry	Xiphoïde	0	
orth	Xiphoïde		
entry	Xiphoïdien	0	
orth	Xiphoïdien		
entry	Xylobalsamum	0	
orth	Xylobalsamum		
entry	Xystos	0	
orth	Xystos		
entry	Yaws	0	
orth	Yaws		
entry	Yèble	0	
orth	Yèble		
entry	Yeux	0	
orth	Yeux		
entry	Yttria	0	
orth	Yttria		
entry	Yttrium	0	
orth	Yttrium		
pb	586	0596	
entry	Zain	0	
orth	Zain		
entry	Zarathan	0	
orth	Zarathan		
entry	Zédoaire	0	
orth	Zédoaire		
entry	Zéine	0	
